code,title,description,parent_code,attributes_json
IA-8.2,Acceptance of External Authenticators,Accept only external authenticators that are NIST-compliant; and Document and maintain a list of accepted external authenticators.,IA-8,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-8.4,Use of Defined Profiles,Conform to the following profiles for identity management identity management profiles.,IA-8,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-8.5,Acceptance of PIV-I Credentials,Accept and verify federated or PKI credentials that meet policy.,IA-8,"{""baselines"": [], ""is_requirement"": true}"
IA-8.6,Disassociability,"Implement the following measures to disassociate user attributes or identifier assertion relationships among individuals, credential service providers, and relying parties: measures.",IA-8,"{""baselines"": [], ""is_requirement"": true}"
IA-9,Service Identification and Authentication,"Uniquely identify and authenticate system services and applications before establishing communications with devices, users, or other services or applications.",IA,"{""baselines"": [], ""is_requirement"": true}"
IA-10,Adaptive Authentication,Require individuals accessing the system to employ supplemental authentication techniques or mechanisms under specific circumstances or situations.,IA,"{""baselines"": [], ""is_requirement"": true}"
IA-11,Re-authentication,Require users to re-authenticate when circumstances or situations.,IA,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
IA-12,Identity Proofing,"Identity proof users that require accounts for logical access to systems based on appropriate identity assurance level requirements as specified in applicable standards and guidelines; Resolve user identities to a unique individual; and Collect, validate, and verify identity evidence.",IA,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-12.1,Supervisor Authorization,Require that the registration process to receive an account for logical access includes supervisor or sponsor authorization.,IA-12,"{""baselines"": [], ""is_requirement"": true}"
IA-12.2,Identity Evidence,Require evidence of individual identification be presented to the registration authority.,IA-12,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-12.3,Identity Evidence Validation and Verification,Require that the presented identity evidence be validated and verified through methods of validation and verification.,IA-12,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-12.4,In-person Validation and Verification,Require that the validation and verification of identity evidence be conducted in person before a designated registration authority.,IA-12,"{""baselines"": [""high""], ""is_requirement"": true}"
IA-12.5,Address Confirmation,"Require that a one or more of registration code, notice of proofing be delivered through an out-of-band channel to verify the users address (physical or digital) of record.",IA-12,"{""baselines"": [""high"", ""moderate""], ""is_requirement"": true}"
IA-12.6,Accept Externally-proofed Identities,Accept externally-proofed identities at identity assurance level.,IA-12,"{""baselines"": [], ""is_requirement"": true}"
IA-13,Identity Providers and Authorization Servers,"Employ identity providers and authorization servers to manage user, device, and non-person entity (NPE) identities, attributes, and access rights supporting authentication and authorization decisions in accordance with policy using mechanisms.",IA,"{""baselines"": [], ""is_requirement"": true}"
IA-13.1,Protection of Cryptographic Keys,"Cryptographic keys that protect access tokens are generated, managed, and protected from disclosure and misuse.",IA-13,"{""baselines"": [], ""is_requirement"": true}"
IA-13.2,Verification of Identity Assertions and Access Tokens,The source and integrity of identity assertions and access tokens are verified before granting access to system and information resources.,IA-13,"{""baselines"": [], ""is_requirement"": true}"
IA-13.3,Token Management,"In accordance with organization-defined value, assertions and access tokens are: generated; issued; refreshed; revoked; time-restricted; and audience-restricted.",IA-13,"{""baselines"": [], ""is_requirement"": true}"
IR-1,Policy and Procedures,"Develop, document, and disseminate to organization-defined personnel or roles: one or more of organization-level, mission/business process-level, system-level incident response policy that: Addresses purpose, scope, roles, responsibilities, management commitment, coordination among organizational entities, and compliance; and Is consistent with applicable laws, executive orders, directives, regulations, policies, standards, and guidelines; and Procedures to facilitate the implementation of the incident response policy and the associated incident response controls; Designate an official to manage the development, documentation, and dissemination of the incident response policy and procedures; and Review and update the current incident response: Policy frequency and following events ; and Procedures frequency and following events.",IR,"{""baselines"": [""high"", ""low"", ""moderate""], ""is_requirement"": true}"
